227.1341896057129 172.96967267990112 286.83950424194336 210.27638912200928,0.99530643,2,1
512.6189804077148 182.40602731704712 582.7449035644531 212.88463354110718,0.98977876,2,2
580.4136276245117 181.46605253219604 640.5133056640625 219.76649522781372,0.98664945,2,3
87.60538101196289 168.12881112098694 139.0963363647461 206.30465984344482,0.95235074,2,4
391.9649124145508 175.95619440078735 434.9629211425781 197.57522821426392,0.93795544,2,5
439.11705017089844 176.04393482208252 482.8981399536133 207.7757978439331,0.878383,2,6
130.23777961730957 172.99222469329834 148.62841606140137 191.2812852859497,0.8663753,2,7
152.6503849029541 173.7593686580658 170.81918716430664 189.34305667877197,0.86485094,2,8
478.2444381713867 174.98141527175903 527.9233932495117 208.85411024093628,0.80110866,2,9
176.8370819091797 176.26256704330444 190.34095764160156 185.83311796188354,0.7762724,2,10
364.21905517578125 174.73584294319153 395.2001190185547 194.31660175323486,0.6806048,2,11
