513.9449691772461 182.6731538772583 581.9459533691406 212.87941932678223,0.98861706,2,1
160.55870056152344 173.9736020565033 183.28298568725586 191.90018892288208,0.98286015,2,2
200.16939163208008 168.04205775260925 245.42102813720703 202.56583213806152,0.98127365,2,3
580.1057434082031 182.0637559890747 640.5408477783203 217.85588264465332,0.97284913,2,4
391.9911575317383 176.5265929698944 421.6319274902344 197.53707647323608,0.9454629,2,5
129.4241428375244 172.47230529785156 148.83103370666504 191.48152828216553,0.90770453,2,6
148.02396774291992 175.31017899513245 162.34107971191406 189.11386728286743,0.9037881,2,7
89.36677932739258 168.16177010536194 139.66008186340332 205.95953464508057,0.8897326,2,8
482.93346405029297 175.17356872558594 530.2879333496094 209.22165870666504,0.86000603,2,9
363.24573516845703 174.82658743858337 395.4315948486328 194.0341329574585,0.8324783,2,10
414.6323013305664 166.41358137130737 487.08457946777344 208.57900142669678,0.65483284,2,11
613.9619827270508 184.54074382781982 641.1502075195312 299.77951526641846,0.5608629,2,12
