512.7997589111328 182.41791486740112 582.8398513793945 212.84985065460205,0.98872125,2,1
580.3202056884766 181.07460021972656 640.4566955566406 220.06842613220215,0.9848297,2,2
154.07785415649414 173.48459243774414 175.99035263061523 189.83181953430176,0.9565254,2,3
238.53948593139648 171.86625480651855 309.7743225097656 213.81493091583252,0.9453417,2,4
87.45967864990234 167.97492742538452 138.75221252441406 206.56552076339722,0.9343485,2,5
129.75298881530762 172.88031220436096 147.53466606140137 191.26729488372803,0.9036469,2,6
362.90157318115234 174.99660730361938 392.85144805908203 192.2644543647766,0.7182156,2,8
379.16988372802734 177.03180313110352 418.1674575805664 195.7406187057495,0.69995254,2,9
174.45545196533203 175.47361135482788 186.33193969726562 189.06777620315552,0.63767236,2,10
380.9492874145508 175.51841497421265 435.60367584228516 198.11407327651978,0.5759666,2,11
