506.0560989379883 178.48389744758606 603.6707305908203 220.65080881118774,0.9964244,2,1
209.3670654296875 172.10181713104248 259.0484046936035 204.7703504562378,0.99511486,2,2
146.20147705078125 173.92015099525452 165.3763771057129 190.02315759658813,0.93817645,2,4
392.1025848388672 175.7351589202881 437.7267837524414 197.84278392791748,0.92054653,2,5
595.5063629150391 182.17409133911133 639.7764587402344 219.62714910507202,0.8658425,2,6
86.98893547058105 167.88804531097412 139.2814826965332 205.9152889251709,0.8391394,2,7
182.37653732299805 175.38493752479553 198.21857452392578 186.51090145111084,0.7094816,2,9
364.18251037597656 174.58303213119507 395.1705551147461 194.36773538589478,0.7059106,2,10
315.3947639465332 175.08067846298218 336.5808868408203 186.45363092422485,0.42335165,2,11
134.0160846710205 169.6016764640808 147.4962329864502 196.38647317886353,0.40517727,2,12
