214.84355926513672 174.4307792186737 267.85228729248047 206.75052881240845,0.9966066,2,1
580.7934188842773 181.07578039169312 640.4972076416016 220.1537847518921,0.98647004,2,2
475.0242614746094 177.38609075546265 558.1162643432617 216.60479307174683,0.96145916,2,3
146.3020133972168 174.34650421142578 167.61375427246094 189.78469848632812,0.9259064,2,4
391.6270446777344 175.70295095443726 438.17134857177734 197.658269405365,0.90839136,2,5
543.1374740600586 183.15764665603638 582.4956130981445 212.3350167274475,0.85869163,2,6
86.26046180725098 167.65517592430115 140.21872520446777 206.12632513046265,0.7742353,2,7
181.29749298095703 175.42658686637878 195.50586700439453 186.35198593139648,0.6968809,2,8
364.01615142822266 174.48715925216675 394.9705505371094 194.32934761047363,0.6498469,2,9
315.51782608032227 175.26405572891235 336.6272735595703 186.40994310379028,0.43976855,2,11
