160.14116287231445 173.99569272994995 183.12761306762695 191.74710988998413,0.9821762,2,1
522.0343780517578 183.20938110351562 579.207649230957 211.82024717330933,0.9721555,2,2
566.6217041015625 167.2540032863617 638.7374114990234 305.884952545166,0.964729,2,4
392.17227935791016 175.90155243873596 436.0572052001953 197.56537914276123,0.943787,2,5
194.0127944946289 168.85018587112427 240.4104232788086 202.15592622756958,0.9270628,2,6
147.92346000671387 175.18072485923767 161.28429412841797 189.3020510673523,0.9033638,2,7
129.668607711792 172.64514684677124 148.49637985229492 191.52407884597778,0.887482,2,8
89.34769630432129 168.16497802734375 139.7208595275879 205.9544277191162,0.86603034,2,9
363.4558868408203 174.74172234535217 395.3915786743164 194.0558910369873,0.8021133,2,10
576.4901733398438 182.42089748382568 626.1650848388672 203.50589275360107,0.43092695,2,11
