213.71454238891602 174.3548083305359 266.67699813842773 206.56861066818237,0.99632925,2,1
581.4899444580078 181.6582489013672 640.4999542236328 219.82458114624023,0.9829751,2,2
480.74398040771484 178.4773313999176 568.3521270751953 216.5554404258728,0.9760952,2,3
146.05363845825195 174.1744351387024 167.3882293701172 189.8599934577942,0.9363213,2,4
392.0741271972656 175.66688060760498 437.8922653198242 197.78785228729248,0.921361,2,5
85.61538696289062 167.7460813522339 141.76382064819336 205.91627597808838,0.87269944,2,6
181.24574661254883 175.3901731967926 195.76059341430664 186.53435468673706,0.6928454,2,7
364.2335510253906 174.57008242607117 395.2012634277344 194.4032907485962,0.6821216,2,8
548.0444717407227 183.21980953216553 584.7689437866211 211.7236876487732,0.6679221,2,9
315.58170318603516 175.26668429374695 336.6109085083008 186.410973072052,0.43143177,2,12
