502.4546432495117 179.01322603225708 597.3120880126953 220.04872798919678,0.9966839,2,1
209.14484024047852 172.3018991947174 259.78809356689453 204.79976892471313,0.9915711,2,2
146.2391185760498 173.97329092025757 165.4733657836914 190.05637407302856,0.9431826,2,3
392.1173858642578 175.74302315711975 437.7223205566406 197.84424304962158,0.92415255,2,4
87.14672088623047 167.90306568145752 139.14496421813965 205.91949462890625,0.8665555,2,6
364.1414260864258 174.57398772239685 395.2570343017578 194.38608169555664,0.7033288,2,8
182.3069190979004 175.33017754554749 196.9123649597168 186.44991874694824,0.6946409,2,9
618.2784652709961 183.18489789962769 640.3150177001953 220.40235042572021,0.645032,2,10
591.6171264648438 180.73627710342407 639.4855117797852 212.60924577713013,0.64136946,2,11
133.94851684570312 169.17447566986084 147.65676498413086 196.56982898712158,0.4485134,2,12
315.2862739562988 175.07768511772156 336.5963363647461 186.45388841629028,0.41796562,2,13
