202.48523712158203 173.32088112831116 246.9222640991211 202.40921258926392,0.992037,2,1
512.0912551879883 182.47387647628784 581.965446472168 212.9698634147644,0.9906181,2,2
581.4970016479492 179.9916422367096 640.5892181396484 228.2641839981079,0.98174375,2,3
87.1626091003418 168.0478298664093 138.8323974609375 205.9473466873169,0.93484694,2,4
392.2429656982422 175.69746851921082 437.64190673828125 197.8616452217102,0.9016412,2,6
146.885986328125 174.8597502708435 162.52784729003906 189.2336869239807,0.88524574,2,7
128.73966217041016 168.7147343158722 149.32466506958008 196.41966819763184,0.7729498,2,9
184.45785522460938 175.37245988845825 200.3030776977539 186.13785982131958,0.6726292,2,10
364.32544708251953 174.63911175727844 395.0652313232422 194.39841985702515,0.6233602,2,11
316.226806640625 175.136296749115 336.3591766357422 186.48525953292847,0.46058163,2,12
