222.19213485717773 172.92460083961487 280.4821968078613 209.251549243927,0.9932184,2,1
580.3634643554688 181.43433809280396 640.5107879638672 219.76600170135498,0.986772,2,2
513.077392578125 182.44314908981323 582.7453994750977 212.92055368423462,0.9830639,2,3
90.52342414855957 167.91950225830078 138.8174819946289 206.35469913482666,0.94702846,2,4
392.32295989990234 175.7140016555786 437.5957489013672 198.0362892150879,0.9200361,2,5
131.83215141296387 173.17634224891663 148.43257904052734 191.21807098388672,0.83566964,2,6
152.6677703857422 174.2515754699707 170.49808502197266 189.67835426330566,0.8006186,2,7
177.06121444702148 176.21714115142822 190.56379318237305 186.04960441589355,0.7107826,2,8
364.1874694824219 174.72172379493713 395.3080368041992 194.39618825912476,0.62937236,2,9
448.7133026123047 186.93923950195312 502.24254608154297 208.2190704345703,0.44260374,2,11
