512.4435043334961 182.75964975357056 582.1458053588867 212.83822059631348,0.988555,2,1
160.57191848754883 173.83219599723816 183.67786407470703 191.8775725364685,0.9857068,2,2
201.95489883422852 167.79286980628967 248.4698486328125 204.0617537498474,0.985601,2,3
580.5457305908203 181.50295972824097 640.501708984375 219.77675199508667,0.98183274,2,4
128.96032333374023 172.45312213897705 149.77060317993164 191.5798044204712,0.9275536,2,5
472.6404571533203 175.0294589996338 530.6767654418945 208.52145195007324,0.89939564,2,6
149.22789573669434 175.1497721672058 162.06083297729492 188.7772822380066,0.8907621,2,7
87.32564926147461 168.08740854263306 139.6630573272705 205.94348430633545,0.8878015,2,8
363.44810485839844 174.81505393981934 395.45310974121094 193.76020431518555,0.7412502,2,9
407.03453063964844 167.10063457489014 479.40818786621094 206.80475234985352,0.41077736,2,10
