391.5803527832031 166.900155544281 606.3627624511719 271.7582416534424,0.99926126,2,1
580.3886795043945 181.5629768371582 640.7719421386719 220.2359676361084,0.9826652,2,2
155.15554428100586 174.2198610305786 176.84026718139648 189.76783275604248,0.965054,2,3
92.00647354125977 168.003112077713 138.86964797973633 206.68476104736328,0.908446,2,4
129.91110801696777 172.38749384880066 147.94367790222168 192.0970630645752,0.9054325,2,5
544.3448257446289 183.80738496780396 581.0563659667969 202.62672901153564,0.8390312,2,6
181.96319580078125 169.71267700195312 213.80653381347656 196.1612319946289,0.8321609,2,7
144.56137657165527 174.68175888061523 155.9387969970703 189.12041187286377,0.7346103,2,8
392.0905303955078 176.3148057460785 421.97635650634766 195.6960940361023,0.6424644,2,9
365.6945037841797 175.35174250602722 395.73455810546875 193.149733543396,0.57900035,2,10
