219.00344848632812 172.88397073745728 275.26710510253906 208.40070962905884,0.99423635,2,1
580.2987289428711 181.25999450683594 640.5269622802734 219.85573768615723,0.9879911,2,2
520.882682800293 182.67062187194824 581.5594863891602 212.89555549621582,0.98262376,2,3
454.10743713378906 179.37440156936646 523.7379837036133 213.42352151870728,0.9669578,2,4
391.63490295410156 175.66120505332947 436.45275115966797 197.61436700820923,0.91499674,2,5
148.72543334960938 174.36517238616943 167.6909065246582 189.51222896575928,0.88285273,2,6
86.60483360290527 167.6850986480713 141.6687297821045 206.18067741394043,0.76153,2,7
363.9951705932617 174.72729206085205 395.4092788696289 194.33265209197998,0.7099349,2,8
180.1552963256836 175.90744256973267 193.73703002929688 185.42688131332397,0.58136547,2,9
132.61220932006836 173.2201373577118 148.04594039916992 192.27063417434692,0.41545653,2,10
484.33605194091797 175.15399932861328 530.1913452148438 191.43281936645508,0.40752053,2,11
