230.51572799682617 171.7221236228943 294.912109375 211.5068793296814,0.99693817,2,1
512.7048110961914 182.3781967163086 582.8366088867188 212.87190914154053,0.9889851,2,2
580.4813385009766 181.39090776443481 640.4792022705078 219.66742515563965,0.9844483,2,3
87.07938194274902 168.13019514083862 138.58695030212402 206.53093099594116,0.9234324,2,4
129.68029975891113 173.05684447288513 147.78940200805664 191.07563495635986,0.8804722,2,5
154.36548233032227 173.75309228897095 173.36164474487305 190.02955198287964,0.88037694,2,6
175.63735961914062 176.03272318840027 188.6471939086914 187.46746301651,0.69096196,2,7
364.13936614990234 174.7986924648285 395.3728485107422 194.18826341629028,0.6740638,2,9
390.5021667480469 176.08651757240295 429.7344970703125 196.6425061225891,0.56361353,2,10
395.4924011230469 175.43652176856995 453.52561950683594 199.69488143920898,0.4095066,2,11
408.96583557128906 182.26524353027344 454.91294860839844 200.8439826965332,0.4003299,2,12
