220.7326316833496 172.67518758773804 279.3887710571289 208.98088216781616,0.9972916,2,1
509.827880859375 182.58354663848877 583.1486129760742 212.85201787948608,0.9850432,2,2
580.3142166137695 181.51658535003662 640.5055236816406 219.66047286987305,0.98417944,2,3
392.1030807495117 175.6131076812744 438.05824279785156 197.88591384887695,0.92614853,2,4
89.96565818786621 167.83838152885437 139.54846382141113 206.20831489562988,0.9060953,2,5
148.32633018493652 174.2917013168335 167.95686721801758 189.69826698303223,0.80013376,2,6
134.37005996704102 172.97922134399414 148.2294750213623 190.94049453735352,0.77998716,2,7
364.1687774658203 174.74918961524963 395.2964782714844 194.30018663406372,0.70928234,2,8
179.7802734375 176.19428873062134 193.22391510009766 185.24826765060425,0.5528974,2,9
449.4413375854492 178.45927476882935 513.3982086181641 212.32673406600952,0.5004524,2,10
