497.1527862548828 179.58930015563965 592.9180526733398 219.21844482421875,0.99608856,2,1
211.83172225952148 172.49101638793945 262.5477409362793 204.85261917114258,0.9937931,2,2
585.0180435180664 181.47186756134033 640.4576110839844 219.96294021606445,0.96684045,2,3
146.4877986907959 174.26666021347046 165.88224411010742 190.00706434249878,0.9340275,2,4
392.1208190917969 175.7306957244873 437.7260208129883 197.84995079040527,0.9165071,2,5
86.39537811279297 167.9072391986847 139.59428787231445 205.92743396759033,0.8602855,2,7
364.1745376586914 174.5639669895172 395.2424621582031 194.42210912704468,0.67038673,2,9
182.06850051879883 175.37559270858765 197.16466903686523 186.39037370681763,0.6323616,2,10
132.12875366210938 170.50607442855835 148.88440132141113 196.10100030899048,0.46077192,2,11
315.43933868408203 175.0818908214569 336.55345916748047 186.46541118621826,0.4180009,2,12
