524.1727828979492 179.72290635108948 625.1351165771484 221.62794828414917,0.99582374,2,1
208.22267532348633 172.34048008918762 255.5046844482422 204.3968367576599,0.9944682,2,2
392.11204528808594 175.7215976715088 437.68619537353516 197.839093208313,0.92354137,2,3
146.80971145629883 174.45733308792114 163.29652786254883 189.5351243019104,0.91214055,2,4
85.72598457336426 168.18158626556396 138.48843574523926 206.0748052597046,0.80494344,2,6
614.6782302856445 182.3936891555786 640.5172729492188 219.7204041481018,0.7188353,2,8
364.266357421875 174.66792941093445 395.18001556396484 194.29598093032837,0.70584154,2,9
133.9107608795166 169.61098909378052 147.25866317749023 195.96131086349487,0.69507176,2,10
183.18687438964844 175.26780009269714 197.72859573364258 186.72346115112305,0.6484036,2,11
315.5939483642578 175.2383816242218 336.6358184814453 186.43004894256592,0.45783275,2,12
