202.00828552246094 173.42164635658264 246.3313102722168 202.38457918167114,0.9919175,2,1
512.1900939941406 182.4787473678589 581.5899658203125 213.02084684371948,0.99104446,2,2
585.8752059936523 180.3755521774292 641.1946105957031 226.1579418182373,0.9737384,2,3
87.2031021118164 168.01797151565552 138.94159317016602 205.963032245636,0.932019,2,4
392.24891662597656 175.70156693458557 437.64068603515625 197.8620958328247,0.9022789,2,5
147.00138092041016 174.87277507781982 161.83115005493164 189.35880661010742,0.85306627,2,7
129.06540870666504 168.89430284500122 148.9624786376953 196.2709879875183,0.7873885,2,8
186.96575164794922 175.3171956539154 202.79748916625977 186.1984133720398,0.67662394,2,10
364.35779571533203 174.63775992393494 395.05054473876953 194.40955638885498,0.6139184,2,11
316.2409973144531 175.13335704803467 336.36207580566406 186.4906883239746,0.4507724,2,12
