250.74663162231445 175.04265546798706 328.98120880126953 226.07170343399048,0.99799377,2,1
510.79044342041016 182.42085456848145 581.2424468994141 213.18615674972534,0.9908918,2,2
579.5033264160156 181.27881288528442 640.6562805175781 220.26731729507446,0.9888587,2,3
166.5291404724121 175.97816705703735 190.94100952148438 191.98378801345825,0.94714785,2,4
84.95247840881348 168.70336174964905 139.73108291625977 206.10793590545654,0.9324484,2,5
391.1604309082031 175.88586688041687 435.87562561035156 197.8301453590393,0.8762781,2,6
134.84331130981445 174.35433626174927 153.8208293914795 188.95705461502075,0.82663053,2,9
364.7379684448242 174.9426305294037 393.97239685058594 194.16311502456665,0.7612566,2,10
232.99274444580078 171.70791864395142 248.8558006286621 184.77858066558838,0.53782195,2,11
236.10321044921875 171.88897848129272 257.27108001708984 184.38955307006836,0.4777173,2,12
