201.80540084838867 167.87274599075317 247.5408935546875 202.94850826263428,0.9923774,2,1
512.3140335083008 182.75396347045898 582.2336578369141 212.81463861465454,0.9890874,2,2
160.4867935180664 173.91813397407532 183.4718894958496 191.89849376678467,0.9864927,2,3
580.3654479980469 181.678204536438 640.5115509033203 219.2070508003235,0.97562724,2,4
128.97703170776367 172.41139769554138 149.67708587646484 191.61096096038818,0.93118167,2,5
149.13935661315918 175.24602055549622 162.0995330810547 188.68842601776123,0.9064857,2,6
87.68749237060547 168.1133508682251 139.8246192932129 206.04257583618164,0.8997863,2,7
475.0925827026367 174.95436787605286 529.9949645996094 208.48943710327148,0.87530214,2,8
363.59378814697266 174.83533143997192 395.57281494140625 193.93175840377808,0.7946042,2,9
392.39479064941406 176.32713317871094 418.81256103515625 196.74561023712158,0.7160561,2,10
