517.0886611938477 182.9955768585205 581.414909362793 212.79723644256592,0.98735374,2,1
160.49066543579102 174.05919671058655 182.92291641235352 191.779682636261,0.9816596,2,2
197.9723358154297 168.34207892417908 243.8841438293457 202.99891233444214,0.98011917,2,3
391.82334899902344 175.98631024360657 433.72039794921875 197.59990453720093,0.9692643,2,4
147.78093338012695 175.2258288860321 161.72815322875977 189.42856550216675,0.9090126,2,5
581.6337203979492 180.54208517074585 639.6704864501953 215.45429706573486,0.9061766,2,6
129.60434913635254 172.66454458236694 148.28044891357422 191.54467821121216,0.89271975,2,7
89.66487884521484 168.09775114059448 139.68976974487305 206.00079774856567,0.8754005,2,8
589.2411041259766 181.1345100402832 640.1103973388672 304.2816138267517,0.8650415,2,9
363.3769226074219 174.7291910648346 395.5287551879883 194.05187845230103,0.80824643,2,10
