160.33971786499023 173.99673342704773 182.9035186767578 191.80946588516235,0.9828085,2,1
197.34588623046875 168.28932523727417 245.4896354675293 201.61472082138062,0.98167485,2,2
513.2175445556641 183.07117223739624 582.1287536621094 212.5951910018921,0.97237986,2,3
391.9810485839844 175.96641898155212 434.16980743408203 197.65908479690552,0.97191983,2,4
582.5796890258789 177.8600263595581 640.9027099609375 307.8169584274292,0.9064031,2,5
148.3228588104248 175.28456926345825 161.37887954711914 188.7999415397644,0.8968501,2,6
129.5664882659912 172.5183641910553 149.0867519378662 191.70101881027222,0.89390534,2,7
89.2794418334961 168.15654516220093 139.77651596069336 205.95569372177124,0.8690227,2,8
580.3290939331055 179.7909379005432 639.8404693603516 214.93873357772827,0.8256449,2,9
363.34362030029297 174.67574000358582 395.42530059814453 194.09241199493408,0.8184205,2,10
