538.1654357910156 179.50946688652039 639.3941116333008 224.03234481811523,0.99848187,2,1
206.07723236083984 172.8418493270874 252.64041900634766 203.6468267440796,0.9953407,2,2
392.24945068359375 175.7166087627411 437.6543426513672 197.8469467163086,0.9194611,2,3
146.60822868347168 174.157612323761 163.71253967285156 189.65751886367798,0.8852296,2,5
86.24229431152344 168.4168267250061 138.5697841644287 205.80143451690674,0.87649024,2,6
510.6633758544922 182.8554368019104 563.979377746582 210.574049949646,0.85727084,2,7
364.25968170166016 174.6523082256317 395.13877868652344 194.3340039253235,0.69578445,2,9
133.6332130432129 169.25698041915894 147.84563064575195 195.94708442687988,0.68677825,2,10
183.53734970092773 175.17995238304138 198.41400146484375 186.8661332130432,0.68602246,2,11
315.9705924987793 175.13543844223022 336.4373016357422 186.4538025856018,0.46538952,2,12
