226.4585304260254 172.4152708053589 290.60394287109375 211.45368576049805,0.9964088,2,1
512.5588989257812 182.39731550216675 582.8739929199219 212.85375595092773,0.98893857,2,2
580.4487609863281 181.46978616714478 640.5221557617188 219.7618818283081,0.9863654,2,3
87.48374938964844 168.1284248828888 138.93301963806152 206.37349605560303,0.9151787,2,4
391.6328430175781 175.8278453350067 435.56495666503906 197.40700006484985,0.9150092,2,5
152.03880310058594 173.86045575141907 171.32709503173828 189.45347785949707,0.86779076,2,6
130.20824432373047 173.1127953529358 148.11376571655273 191.19032621383667,0.85840183,2,7
176.48717880249023 176.2178599834442 190.1134490966797 185.7421588897705,0.6779347,2,8
364.0467834472656 174.73669052124023 395.21663665771484 194.35415267944336,0.66797936,2,9
446.4809799194336 179.29337739944458 478.7342834472656 207.44584321975708,0.62105644,2,10
