230.941162109375 175.01549005508423 297.2238540649414 217.65662670135498,0.998334,2,1
510.5714797973633 182.4149751663208 580.208625793457 212.91913747787476,0.9902,2,2
579.9756240844727 180.984628200531 640.5992126464844 220.16996383666992,0.9886115,2,3
86.31235122680664 168.3599853515625 139.12492752075195 206.73368453979492,0.9448028,2,4
162.76805877685547 176.11085057258606 182.66725540161133 191.3529109954834,0.94401187,2,5
392.2499465942383 175.95751404762268 437.0993423461914 198.04802656173706,0.889478,2,6
136.13174438476562 174.14319276809692 153.03686141967773 188.93001794815063,0.8078531,2,9
363.7937927246094 174.56908464431763 394.29779052734375 194.40680980682373,0.70892733,2,10
182.98982620239258 176.82185053825378 193.84342193603516 187.88520097732544,0.41572377,2,11
246.75495147705078 170.2982461452484 263.74584197998047 176.4016878604889,0.41090697,2,12
