229.57098007202148 171.81246042251587 293.709659576416 211.65682554244995,0.9966049,2,1
512.7822113037109 182.39583492279053 582.8010177612305 212.83249139785767,0.98867327,2,2
580.3895950317383 181.4191460609436 640.4878997802734 219.67306852340698,0.98501414,2,3
86.8647575378418 168.18165063858032 138.61221313476562 206.49123430252075,0.8944625,2,4
390.99632263183594 175.8397650718689 437.62290954589844 197.725088596344,0.88121027,2,5
154.31557655334473 173.75339269638062 173.3212661743164 189.75111722946167,0.8752275,2,6
129.88762855529785 173.13608765602112 148.09155464172363 190.87554216384888,0.839989,2,7
364.0460968017578 174.8019003868103 395.42186737060547 194.24619913101196,0.7059679,2,9
175.8343505859375 176.2052321434021 189.228515625 186.47659063339233,0.66399115,2,10
429.80018615722656 183.92701148986816 469.7671890258789 204.2565679550171,0.4507146,2,11
