221.98001861572266 172.58052706718445 280.1223945617676 209.09016609191895,0.9955828,2,1
580.3159332275391 181.4897632598877 640.5145263671875 219.6534776687622,0.9845565,2,2
511.28143310546875 182.56097316741943 582.9713439941406 212.86396980285645,0.98098516,2,3
392.33489990234375 175.49015522003174 437.2584533691406 197.97513484954834,0.93178535,2,4
90.51183700561523 167.8199279308319 139.16247367858887 206.2390637397766,0.9079052,2,5
152.6202392578125 174.3029236793518 170.41973114013672 189.6421980857849,0.78231585,2,6
133.60773086547852 173.14931631088257 148.33660125732422 190.82709074020386,0.7794967,2,7
364.1286087036133 174.76232171058655 395.3042984008789 194.29943561553955,0.69795346,2,8
176.90601348876953 176.2899363040924 190.61773300170898 185.86386680603027,0.6067058,2,9
456.58870697021484 180.87871313095093 504.68589782714844 211.8391728401184,0.56913644,2,10
