215.86502075195312 174.1744887828827 268.21353912353516 206.9253659248352,0.9960706,2,1
580.4646301269531 180.89102983474731 640.5792999267578 220.03636837005615,0.9852127,2,2
469.58858489990234 176.5783166885376 554.3500518798828 216.27209186553955,0.98167616,2,3
538.9034652709961 183.07368278503418 583.4199523925781 212.72157669067383,0.9402599,2,4
391.69403076171875 175.72088956832886 436.40098571777344 197.64633893966675,0.9375227,2,5
146.69710159301758 174.3284261226654 167.68548965454102 189.7985601425171,0.9287224,2,6
87.74449348449707 167.66257882118225 139.36260223388672 206.20460271835327,0.8619721,2,7
364.2722702026367 174.60267663002014 395.2111053466797 194.3553113937378,0.7480355,2,8
181.13872528076172 175.41384100914001 194.99229431152344 186.23806715011597,0.6904102,2,9
315.1594924926758 175.2777886390686 336.73648834228516 186.42225980758667,0.4117917,2,11
