456.66866302490234 166.71152114868164 640.5238342285156 301.436562538147,0.9969278,2,1
157.98337936401367 173.75534534454346 181.5791130065918 191.18597030639648,0.9546474,2,2
391.95350646972656 175.81910133361816 435.9595489501953 197.58164405822754,0.9406883,2,3
129.76536750793457 172.76547074317932 147.33709335327148 191.19908094406128,0.89677775,2,4
85.24629592895508 168.11034679412842 140.62660217285156 206.43190383911133,0.8882983,2,5
364.07787322998047 174.78774905204773 395.19947052001953 193.97660493850708,0.83351713,2,6
147.4533462524414 175.31677722930908 157.90971755981445 187.6168727874756,0.6764354,2,7
239.79047775268555 176.61654353141785 260.3045654296875 189.22960996627808,0.6632437,2,8
188.17564010620117 168.33951473236084 224.44208145141602 198.26751708984375,0.64384276,2,9
463.7046432495117 175.22722363471985 502.6676559448242 198.8348150253296,0.43499148,2,11
