224.72108840942383 172.9284954071045 284.00108337402344 209.3268871307373,0.9962415,2,1
513.8016891479492 182.37884044647217 582.6570129394531 212.95593738555908,0.98676294,2,2
580.3581619262695 181.44307136535645 640.5206298828125 219.78842496871948,0.9865965,2,3
88.72705459594727 167.8943109512329 139.01145935058594 206.34457111358643,0.9555349,2,4
392.77984619140625 175.67705154418945 436.36219024658203 198.1858491897583,0.9222938,2,5
131.97368621826172 172.88772583007812 148.41754913330078 191.61975860595703,0.8815561,2,6
152.5256061553955 174.46097016334534 170.95516204833984 189.47982788085938,0.8135803,2,7
452.3491668701172 186.05417490005493 495.9352493286133 209.8250699043274,0.7977626,2,8
176.81390762329102 175.9691333770752 190.4522705078125 186.56999588012695,0.71774733,2,9
483.36719512939453 174.92176294326782 529.6401214599609 209.93982553482056,0.65221715,2,10
364.20703887939453 174.72928762435913 395.2461242675781 194.42086458206177,0.60805833,2,11
