233.79278182983398 171.46606922149658 298.7505340576172 212.71925926208496,0.9970128,2,1
512.7462005615234 182.3703646659851 582.8056716918945 212.90536165237427,0.98856616,2,2
580.5057144165039 181.22589826583862 640.4439544677734 219.74447965621948,0.9834663,2,3
155.48381805419922 174.04810309410095 173.56430053710938 189.48851823806763,0.93979645,2,4
86.67745590209961 168.01921606063843 138.71200561523438 206.471107006073,0.92177564,2,5
129.6631908416748 172.9333770275116 147.8862762451172 191.20107650756836,0.9061164,2,6
173.77891540527344 175.8973467350006 187.95421600341797 189.77899074554443,0.8355749,2,7
363.9947509765625 174.64401483535767 395.65834045410156 194.92490530014038,0.68911785,2,9
392.2927474975586 175.90839743614197 429.2809295654297 198.21211338043213,0.6261107,2,10
406.8898391723633 175.27475237846375 446.7867660522461 199.7942304611206,0.46688935,2,12
