535.6211090087891 179.30783987045288 638.7285614013672 223.2010531425476,0.99834144,2,1
206.7071533203125 172.42847800254822 253.93129348754883 204.0799069404602,0.9952806,2,2
392.1603012084961 175.7122528553009 437.7238082885742 197.84982204437256,0.9204351,2,3
147.10472106933594 174.3780791759491 163.51581573486328 189.58750247955322,0.8784634,2,5
512.9433441162109 182.7901840209961 559.3644714355469 210.13251543045044,0.8661929,2,6
86.25443458557129 167.98368215560913 138.42235565185547 205.9979224205017,0.83399,2,7
133.09618949890137 169.56337451934814 147.78762817382812 195.80996990203857,0.8094708,2,8
364.2341995239258 174.6273636817932 395.1443099975586 194.34582710266113,0.69340414,2,10
183.67938995361328 175.22545337677002 197.66328811645508 186.75817966461182,0.62888163,2,11
316.0584259033203 175.14549136161804 336.41387939453125 186.4500904083252,0.4761664,2,12
