512.1275329589844 182.4903130531311 581.2519454956055 212.9167342185974,0.9913314,2,1
200.44038772583008 173.43110918998718 244.91153717041016 201.49563074111938,0.98888874,2,2
87.45159149169922 168.053537607193 138.9100456237793 205.9435486793518,0.9377111,2,3
147.20837593078613 175.5617594718933 161.20965957641602 189.41723585128784,0.92409897,2,4
580.3776168823242 179.1944682598114 639.6419143676758 216.15954637527466,0.9164485,2,5
392.26600646972656 175.7179820537567 437.6460647583008 197.85190343856812,0.9085008,2,6
612.0308303833008 180.15501022338867 640.3923797607422 226.4536714553833,0.86263335,2,8
129.21700477600098 168.99970293045044 149.3165111541748 196.41471147537231,0.77973294,2,9
187.66069412231445 175.3446400165558 202.59496688842773 186.55437469482422,0.7669171,2,11
364.3063735961914 174.63603258132935 395.0970458984375 194.41335439682007,0.6639528,2,12
316.16729736328125 175.1295804977417 336.36573791503906 186.49206161499023,0.45038378,2,13
