227.41174697875977 172.70465970039368 288.73241424560547 210.83330154418945,0.9953542,2,1
512.5766754150391 182.37755298614502 582.7885818481445 212.85781145095825,0.98920685,2,2
580.4450607299805 181.51705741882324 640.5324554443359 219.7202968597412,0.9865456,2,3
87.53700256347656 168.16415190696716 139.1065788269043 206.32030248641968,0.9420849,2,4
391.7802429199219 176.06558561325073 433.9257049560547 197.29477643966675,0.91842514,2,5
130.15390396118164 173.04184556007385 148.56207847595215 191.15558624267578,0.8699124,2,6
476.03302001953125 175.12184500694275 528.8925933837891 208.78224849700928,0.86688894,2,7
440.5021286010742 185.85440397262573 479.4688415527344 207.00265645980835,0.8391061,2,8
152.31322288513184 173.9495050907135 170.8034324645996 189.33889389038086,0.8263109,2,9
176.76321029663086 176.21159434318542 190.1334571838379 185.90856313705444,0.7275866,2,10
364.0946960449219 174.71948146820068 395.23353576660156 194.36565399169922,0.6474521,2,11
