159.3033790588379 173.65394711494446 181.95379257202148 191.25512838363647,0.9788457,2,1
475.5299377441406 165.24149894714355 641.6200256347656 316.2682771682739,0.9753598,2,2
392.2024154663086 175.70295095443726 435.91617584228516 197.63947248458862,0.94503677,2,3
189.90707397460938 168.3272409439087 226.9668960571289 199.2813491821289,0.90788203,2,4
97.27764129638672 169.2301046848297 141.84887886047363 205.39292335510254,0.9053392,2,5
129.75717544555664 172.58232951164246 147.69021034240723 191.50792121887207,0.88630325,2,6
147.75360107421875 175.890930891037 159.5237922668457 188.15312147140503,0.8490003,2,7
363.9139938354492 174.81424927711487 395.2340316772461 193.83556365966797,0.80652124,2,8
462.1314239501953 175.4857349395752 522.5466156005859 206.55936241149902,0.5159102,2,10
240.24850845336914 178.00341725349426 257.9389190673828 187.5382947921753,0.50362927,2,11
