512.8062057495117 182.37379789352417 582.8207015991211 212.87622213363647,0.98847497,2,1
580.3658294677734 181.07028722763062 640.4544830322266 220.08072137832642,0.98455524,2,2
243.4573745727539 172.86435842514038 313.8653373718262 214.73969221115112,0.9453659,2,3
155.38850784301758 173.44147324562073 176.03368759155273 190.1966428756714,0.9246009,2,4
87.38860130310059 168.03746581077576 138.56993675231934 206.59077644348145,0.9121993,2,5
129.7817325592041 173.02668571472168 147.69380569458008 191.2876796722412,0.8950074,2,6
372.9113006591797 177.59839296340942 412.8935241699219 194.44103479385376,0.78043586,2,8
411.52698516845703 175.73435425758362 436.4022445678711 197.65314102172852,0.5516618,2,10
174.54755783081055 175.69255471229553 186.1546516418457 189.07517910003662,0.54685825,2,11
364.01275634765625 175.48441529273987 391.07837677001953 193.44930410385132,0.45893946,2,12
